SIC	Description
871137	Engineers-Structural
737301	Engineers-Systems
871166	Engineers-Technical Service
871186	Engineers-Technology
871135	Engineers-Testing
871129	Engineers-Traffic & Transportation
871175	Engineers-Training & Publishing
871158	Engineers-Transportation
871159	Engineers-Waste Water Treatment
871134	Engineers-Water Supply
508414	Engines-Diesel (Whls)
753807	Engines-Diesel-Fuel Injection-Svc & Rpr
351903	Engines-Diesel-Manufacturers
753815	Engines-Diesel-Repairing
753924	Engines-Fuel-Conversion
526137	Engines-Gasoline
753822	Engines-Gasoline-Repairing
555101	Engines-Marine
769975	Engines-Marine-Repairing
526102	Engines-Natural Gas
351904	Engines-Racing (Mfrs)
753810	Engines-Rebuilding & Exchanging
753809	Engines-Rebuilding & Repairing
769993	Engines-Small-Repairing
351104	Engines-Steam (Mfrs)
501305	Engines-Supplies-Equip & Parts (Whls)
371424	Engines-Supplies-Equipment & Parts-Mfrs
275928	Engravers-Bank Note (Mfrs)
347922	Engravers-Cylinder (Mfrs)
347921	Engravers-Die (Mfrs)
738955	Engravers-General
323102	Engravers-Glassware (Mfrs)
347903	Engravers-Mechanical (Mfrs)
347907	Engravers-Metal (Mfrs)
279603	Engravers-Photo (Mfrs)
279601	Engravers-Plastic Wood & Etc (Mfrs)
275404	Engravers-Rotogravure (Mfrs)
279606	Engravers-Rubber (Mfrs)
347926	Engravers-Security-Personal-Coml (Mfrs)
275401	Engravers-Stationery (Mfrs)
279607	Engravers-Steel & Copper Plate (Mfrs)
508411	Engraving Equipment & Supplies (Whls)
872117	Enrolled Agents
792918	Entertainers
792227	Entertainers-Adult
792917	Entertainers-Children & Family
792919	Entertainers-Family & Business
792905	Entertainment Bureaus
272107	Entertainment Guides-Publications (Mfrs)
792217	Entertainment Producers
792927	Entertainment Shows & Parties
072105	Entomologists
267701	Envelopes-Manufacturers
594303	Envelopes-Retail
511216	Envelopes-Wholesale
509942	Environmental & Ecological Prods (Whls)
873111	Environmental & Ecological Services
899954	Environmental Analysis Services
734947	Environmental Cleaning Services
839937	Environmental Conservation/Ecologcl Org
509943	Environmental Products & Supls (Whls)
162934	Environmental Reclamation
871315	Environmental Surveys
356924	Environmental Test Equipment (Mfrs)
287903	Enzymes (Mfrs)
839929	Epilepsy Educational Referral/Sprt Svc
516954	Epoxy Rock Stone (Whls)
282108	Epoxy-Compounds (Mfrs)
075225	Equestrian Centers
508324	Equine Housing & Equipment (Whls)
075238	Equine Therapy
179982	Erecting Contractors
873131	Ergonomics
162921	Erosion Control
729949	Errands & Miscellaneous Services
353402	Escalators (Mfrs)
738109	Escort Service-Motorized
729903	Escort Service-Personal
609906	Escrow Service
549938	Espresso & Espresso Bars
734949	Estate Cleaning
673305	Estate Consultants
653106	Estate Management
811120	Estate Planning
738981	Estate Sales
738974	Estates
723113	Estheticians
519903	Etched Products-Metal Glass & Etc (Whls)
347920	Etched Products-Metal Glass & Etc-Mfrs
355508	Etching Equipment & Supplies (Mfrs)
516906	Ethanol (Whls)
286908	Ethanol Manufacturers
599966	Ethnic Products & Service
864104	Ethnic Societies
829970	Etiquette Schools
358515	Evaporating Apparatus (Mfrs)
358508	Evaporative Coolers Mfg & Wholesale
651211	Event Centers
738944	Events-Special
738945	Eviction Service
737808	E-Waste (Electronic Recycling)
179403	Excavating Contractors
508208	Excavating Equipment (Whls)
735306	Excavating Equipment-Renting & Leasing
353105	Excavation Equipment Manufacturers
242902	Excelsior (Mfrs)
736105	Executive Search Consultants
651203	Executive Suites
874827	Executive Training Consultants
729906	Exercise & Physical Fitness Programs
569960	Exercise & Physical Fitness Wear
735960	Exercise Equipment-Renting
594136	Exercise Equipment-Retail
509132	Exercise Equipment-Wholesale
569961	Exotic Apparel
331203	Expanded Metals (Manufacturers)
344107	Expansion Bolts & Shields (Mfrs)
344103	Expansion Joints (Mfrs)
451302	Expediters
472503	Expeditions-Arranged & Outfitted
873102	Experimental Work
874862	Expertise & Technical Analysis
138209	Exploration Consultants
138205	Explorers-Natural Resources
516903	Explosives (Whls)
289201	Explosives-Manufacturers
874830	Export Consultants
608201	Export Finance
874102	Export Management
509901	Exporters (Whls)
509953	Exporters-Communications-Wireless (Whls)
509440	Exporters-Precious Metals (Whls)
509954	Exporters-Training-Program Designing/Dev
874120	Exposition Managers
254208	Exposition Stands-Designers & Mfrs
735991	Exposition Supplies-Renting
421310	Express & Transfer Svc
508718	Exterminating/Fumigating Eqpt/Supl
809966	Eye Banks
504810	Eye Training Equipment & Supls (Whls)
504811	Eyeglasses/Contact Lenses-Whls/Mfr Equip
723114	Eyelashes-Artificial
508533	Eyelets (Whls)
804206	Eyes-Human Prosthetic
809301	Eyesight Training
229501	Fabric Laminating & Bonding (Mfrs)
594902	Fabric Shops
721706	Fabric Treatment
349898	Fabricated Pipe & Pipe Fittings (Mfrs)
344304	Fabricated Plate Work-Boiler Shop (Mfrs)
344198	Fabricated Structural Metal (Mfrs)
349698	Fabricated Wire Products-Misc (Mfrs)
221108	Fabrics-Industrial (Mfrs)
221107	Fabrics-Manufacturers
513119	Fabrics-Wholesale
723115	Facial Cosmetology
874829	Facilities & Space Planning Consultants
874401	Facilities Management
874498	Facilities Support Management Services
504423	Facsimile Comm Equip Systems/Supplies
506528	Facsimile Communication Equipment (Whls)
482201	Facsimile Transmission Service
762936	Facsimile-Repairing
615301	Factors
874202	Factory Locating Consultants
173103	Factory Maintenance
599931	Factory Outlets
799923	Fairgrounds
344807	Fallout Shelter Equip & Supplies (Mfrs)
999901	Fallout Shelters-Contractors & Dealers
832254	Family & Children Services
799307	Family Entertainment Centers
832203	Family Planning Information Centers
356405	Fan & Blower Parts-Manufacturers
507518	Fans-Blower (Whls)
572205	Fans-Household
363405	Fans-Household-Manufacturers
506429	Fans-Household-Wholesale
508417	Fans-Industrial & Commercial (Whls)
356401	Fans-Industrial & Commercial-Mfrs
762910	Fans-Repairing
572206	Fans-Supplies & Parts
508447	Fans-Ventilating & Exhaust (Whls)
869908	Farm & Home Advisory Service
641118	Farm & Ranch Insurance
154221	Farm Buildings
076205	Farm Drainage
381215	Farm Equip-Global Positioning Sys (Mfrs)
508310	Farm Equipment (Whls)
352304	Farm Equipment-Manufacturers
508309	Farm Equipment-Renting (Whls)
769942	Farm Equipment-Repairing & Parts
352307	Farm Equipment-Repairing & Parts-Mfrs
508329	Farm Equipment-Used (Whls)
076198	Farm Labor
076204	Farm Management Service
874848	Farm Management Systems
543102	Farm Markets
861107	Farm Organizations
072311	Farm Produce
019102	Farm Products
515999	Farm Products-Raw Materials Nec (Whls)
076206	Farm Supervisors
519102	Farm Supplies (Whls)
472513	Farm Tours
539905	Farmers Co-Op Retail Stores
076203	Farming Service
019101	Farms
017302	Farms-Pecan
729905	Fashion Consultants
824913	Fashion Design Schools
569901	Fashion Designers
396598	Fasteners-Buttons Needles & Pins (Mfrs)
396509	Fasteners-Hook & Loop (Mfrs)
507205	Fasteners-Industrial (Whls)
347918	Fasteners-Industrial-Painting (Mfrs)
507221	Fasteners-Snap (Whls)
508535	Fasteners-Textile & Apparel (Whls)
207704	Fat Dealers (Mfrs)
594720	Favors
737407	Fax Information & Service Bureaus
399960	Feather Goods (Mfrs)
515906	Feathers (Whls)
251503	Feathers-Bedding (Mfrs)
999966	Federal Government Contractors
964101	Federal Government-Agricultural Programs
951201	Federal Government-Conservation Depts
921101	Federal Government-Courts
961101	Federal Government-Economic Program Adm
941101	Federal Government-Education Programs
911101	Federal Government-Executive Offices
931101	Federal Government-Finance & Taxation
922401	Federal Government-Fire Protection
919901	Federal Government-General Offices
953101	Federal Government-Housing Programs
972101	Federal Government-International Affairs
922201	Federal Government-Legal Counsel
823101	Federal Government-Libraries
965101	Federal Government-Licensing/Inspection
971101	Federal Government-National Security
922101	Federal Government-Police
943101	Federal Government-Public Hlth Programs
922901	Federal Government-Public Order & Safety
944101	Federal Government-Social & Human Rsrcs
966101	Federal Government-Space Research/Tech
962101	Federal Government-Transportation Prgrms
953201	Federal Government-Urban Planning & Dev
922301	Federal Govt-Correctional Institutions
951101	Federal Govt-Environmental Programs
963101	Federal Govt-Reg & Adm-Comms/Utilities
945101	Federal Govt-Veterans Affairs Admin
601101	Federal Reserve Banks
611101	Federal/Federally Sponsored Credit Agncs
606102	Federally Chartered Credit Unions
519125	Feed & Poultry Supplies (Whls)
519109	Feed Concentrates & Supplements (Whls)
519110	Feed Grinding (Whls)
352314	Feed Handling Equipment (Mfrs)
421218	Feed Hauling
519121	Feed Ingredients (Whls)
352303	Feed Mill Equipment & Supplies (Mfrs)
519112	Feed-Dealers (Whls)
508312	Feeders-Industrial (Whls)
204803	Feed-Manufacturers
519111	Feed-Wholesale
804965	Feldenkrais Practitioners
519951	Felt & Felt Products (Whls)
229902	Felt Products-Manufacturers
503903	Fence (Whls)
179938	Fence Contractors
503902	Fence Posts & Fittings (Whls)
331502	Fence Posts & Fittings-Manufacturers
349605	Fence-Manufacturers
569943	Fencing Apparel & Equipment
346501	Fender-Manufacturers
729902	Feng Shui
519314	Fern Products (Whls)
018104	Ferneries
448201	Ferries
326401	Ferrites (Mfrs)
106198	Ferroalloy Ores Except Vanadium
349910	Ferrules (Mfrs)
287598	Fertilizer Mixing Only (Mfrs)
519118	Fertilizer Plant Equipment (Whls)
519114	Fertilizers (Whls)
287301	Fertilizers-Manufacturers
526139	Fertilizers-Retail
508330	Fertilizing Equipment (Whls)
352308	Fertilizing Equipment-Manufacturers
421232	Fertilizing Hauling
783202	Festival Events
265501	Fiber & Fiber Products (Mfrs)
329601	Fiber Glass Fabricators (Mfrs)
503305	Fiber Glass Materials (Whls)
508502	Fiber Glass Products (Whls)
282102	Fiber Glass Products-Manufacturers
769945	Fiber Glass-Repairing
162309	Fiber Optics
506398	Fiber Optics Cable (Whls)
335701	Fiber Optics-Equipment & Systems (Mfrs)
173116	Fiber Optics-Services
874882	Fiber Optics-Systems Consultants
807126	Fibromyalgia Diagnosis & Treatment
609101	Fiduciaries
013999	Field Crops-Except Cash Grains Nec
349503	Filament Winding (Mfrs)
252206	Filing Consultants (Mfrs)
252201	Filing Equipment Systems & Supls-Mfrs
594302	Filing Equipment Systems & Supplies
354112	Filing Services (Mfrs)
162905	Fill Contractors
421219	Fill Dirt
285107	Fillers (Non-Metallic)(Mfrs)
356503	Filling Machinery (Mfrs)
421220	Filling Service
781927	Film & Slide Transfer Services
509303	Film Scrap (Whls)
781208	Film Studio Production Facilities
355305	Filter Presses (Mfrs)
356905	Filtering Materials & Supplies (Mfrs)
573417	Filtering-Internet & Email
359901	Filters (Mfrs)
553102	Filters-Air & Gas
734920	Filters-Air & Gas-Cleaning Service
508561	Filters-Air & Gas-Coml & Industrial (Whls)
356406	Filters-Air & Gas-Manufacturers
501328	Filters-Air & Gas-Wholesale
507516	Filters-Air-Home-Furnace/Ac Etc (Whls)
356916	Filters-Chemical (Mfrs)
371412	Filters-Fuel & Oil-Manufacturers
553131	Filters-Fuel & Oil-Retail
501349	Filters-Fuel & Oil-Wholesale
356904	Filters-Liquid (Mfrs)
508560	Filters-Liquid-Industrial-Distrs (Whls)
356408	Filtration Equipment-Manufacturers
628203	Financial Advisory Services
733818	Financial Document Information Services
874209	Financial Management & Consulting
628206	Financial Planners-Certified
628205	Financial Planning Consultants
628211	Financial Report Analysts
615905	Financial Trade Services
614102	Financing
628204	Financing Consultants
614103	Financing-Automobile
615303	Financing-Business
615304	Financing-Insurance Premium
654105	Finding & Searching Service
326398	Fine Earthenware Tbl/Ktchn Article
091298	Finfish
738117	Fingerprint Experts
738107	Fingerprinting
399924	Fingerprinting Equipment (Mfrs)
226998	Finishers Of Textiles Nec (Mfrs)
226298	Finishers-Broadwoven Fbrcs-Manmade
173117	Fire Alarm Systems & Equipment-Testing
506308	Fire Alarm Systems (Whls)
366901	Fire Alarm Systems-Manufacturers
152114	Fire Damage Restoration
508752	Fire Department Equipment & Supls (Whls)
356917	Fire Department Equipment & Supls-Mfrs
922404	Fire Departments
912108	Fire Emergency Calls
344602	Fire Escapes (Mfrs)
366903	Fire Exit Devices-Manufacturers
509903	Fire Extinguishers (Whls)
399915	Fire Extinguishers-Manufacturers
509913	Fire Extinguishing Fluid (Whls)
508754	Fire Hose (Whls)
349101	Fire Hydrants (Mfrs)
922405	Fire Inspections & Investigations
085101	Fire Lookout Stations
874832	Fire Protection Consultants
874239	Fire Protection Engineers
506315	Fire Protection Equipment & Supls (Whls)
356910	Fire Protection Equipment & Supls-Mfrs
738949	Fire Protection Service
171165	Fire Sprinkler Systems Installation
571943	Fire Starters
173118	Fire Suppression
824952	Fire Training Services
371107	Fire Trucks-Manufacturers
179950	Fire Violations-Removed
348401	Firearm Accessories-Manufacturers
348402	Firearms-Manufacturers
179939	Fireplace Contractors
342911	Fireplace Equipment-Manufacturers
571933	Fireplace Equipment-Retail
502310	Fireplace Equipment-Wholesale
571932	Fireplaces
327203	Fireplaces-Manufacturers
174110	Fireplaces-Repaired
507427	Fireplaces-Wholesale
179924	Fireproofing
289901	Fireproofing Materials (Mfrs)
508771	Firestopping (Whls)
598903	Firewood
249909	Firewood-Manufacturers
509922	Firewood-Wholesale
509202	Fireworks (Whls)
289909	Fireworks-Manufacturers
829910	First Aid Instruction
809940	First Aid Service
591203	First Aid Supplies
384211	First Aid Supplies-Manufacturers
512201	First Aid Supplies-Wholesale
514604	Fish & Seafood-Brokers (Whls)
514605	Fish Buyers-Fresh Water (Whls)
207703	Fish By-Products (Mfrs)
209104	Fish Cake Factories (Mfrs)
209203	Fish Cleaning (Mfrs)
394913	Fish Farming Equipment & Supplies-Mfrs
509133	Fish Farming Equipment & Supplies-Whls
027304	Fish Farms
239408	Fish Houses-Portable (Mfrs)
594135	Fish Nets
229801	Fish Nets-Manufacturers
209102	Fish Packers (Mfrs)
355609	Fish Packers Equipment (Mfrs)
162918	Fish Pools
209101	Fish Smoking & Curing (Mfrs)
091201	Fishermen-Commercial
394903	Fishermens Supplies-Manufacturers
509134	Fishermens Supplies-Wholesale
092101	Fishery Consultants
703205	Fishing & Hunting Lodges
594133	Fishing Bait
394904	Fishing Bait-Manufacturers
519905	Fishing Bait-Wholesale
703201	Fishing Camps
999903	Fishing Information
097105	Fishing Lake Management
799983	Fishing Lakes & Ponds
799709	Fishing Lakes-Private
799926	Fishing Lakes-Public
799928	Fishing Parties
799925	Fishing Piers
594149	Fishing Stations
394927	Fishing Tackle Mfrs-Supls (Mfrs)
594131	Fishing Tackle-Dealers
394914	Fishing Tackle-Manufacturers
594132	Fishing Tackle-Repairing & Parts
509107	Fishing Tackle-Wholesale
097104	Fishing Tournaments
549944	Fitness Supplements
364401	Fittings-Industrial (Mfrs)
478598	Fixed Facilities & Inspection/Weighing
769944	Fix-It Shops
873210	Flag Information
503912	Flag Poles (Whls)
344607	Flag Poles-Manufacturers
239905	Flags & Banners-Manufacturers
513140	Flags & Banners-Mfrs' Supplies (Whls)
519965	Flags & Banners-Wholesale
328106	Flagstones (Mfrs)
346203	Flange Protectors (Mfrs)
508541	Flanges (Whls)
509218	Flares & Signals (Whls)
364803	Flashers-Electric (Mfrs)
176114	Flashing-Wall & Roof & Etc
364804	Flashlights (Mfrs)
571938	Flatware-Table
502345	Flatware-Table-Wholesale
208798	Flavoring Extracts & Syrups Nec (Mfrs)
514932	Flavoring Extracts (Whls)
208701	Flavoring Extracts-Manufacturers
286901	Flavoring Extracts-Mfrs Supls (Mfrs)
514956	Flavoring Extracts-Raw Materials-Whls
593218	Flea Markets
354602	Flexible Shafting (Mfrs)
829943	Flight Aircraft Instruction
329505	Flints (Mfrs)
472508	Float Trips
723120	Floating
371415	Floats-Mechanical (Mfrs)
321102	Floats-Metal Glass & Etc (Mfrs)
308603	Floats-Styrofoam (Mfrs)
226203	Flock-Finishing Supplies (Mfrs)
226201	Flocking (Mfrs)
226102	Flock-Manufacturers & Processors
832280	Flood Assistance
162922	Flood Control Equipment
175212	Floor Armoring
175213	Floor Coatings-Concrete
571308	Floor Coverings-Retail
734927	Floor Degreasing
358901	Floor Layers Equipment & Supplies (Mfrs)
175299	Floor Laying & Floor Work Nec
175203	Floor Laying Refinishing & Resurfacing
508721	Floor Machines (Whls)
735929	Floor Machines-Renting
762909	Floor Machines-Repairing
571306	Floor Materials
242603	Floor Materials-Manufacturers
502313	Floor Materials-Wholesale
